hpo_id_phenotype,hpoID_Computable,Label,Synonyms,Description
HP:0001384,HP_0001384,Abnormality of the hip joint,Abnormality of the hip joint,An abnormality of the hip joint.
HP:0030725,HP_0030725,Neurenteric cyst, ,"The neurenteric cyst is a rare lesion composed of heterotopic endodermal tissue. During the third week of human embryogenesis, the neurenteric canal unites the yolk sac and the amniotic cavity as it traverses the primitive notochordal plate. Persistence of the normally transient neurenteric canal prevents appropriate separation of endoderm and notochord. This results in a variable degree of communication between neural and enteric epithelium."
HP:0004935,HP_0004935,Pulmonary artery atresia,Pulmonary atresia,A congenital anomaly with a narrowing or complete absence of the opening between the right ventricle and the pulmonary artery.
HP:0030264,HP_0030264,Webbed penis,Webbed penis,Ventral skinfold extending from penis to scrotum.
HP:0100339,HP_0100339,Abnormality of the os naviculare pedis, , 
HP:0006385,HP_0006385,Short lower limbs,Short lower limbs|Short legs,Shortening of the legs related to developmental hypoplasia of the bones of the leg.
HP:0011265,HP_0011265,Cleft earlobe,Cleft earlobe,Discontinuity in the convexity of the inferior margin of the lobe.
HP:0002597,HP_0002597,Abnormality of the vasculature,Vascular abnormalities|Abnormality of blood vessels|Abnormality of the vasculature,An abnormality of the vasculature.
HP:0000579,HP_0000579,Nasolacrimal duct obstruction,Blocked tear duct|Lacrimal duct obstruction,Blockage of the lacrimal duct.
HP:0001574,HP_0001574,Abnormality of the integument, ,"An abnormality of the integument, which consists of the skin and the superficial fascia."
HP:0001595,HP_0001595,Abnormal hair morphology,Hair abnormality|Abnormality of the hair,An abnormality of the hair.
HP:0011220,HP_0011220,Prominent forehead,Protruding forehead|Prominence of frontal region|Pronounced forehead|Prominent forehead,"Forward prominence of the entire forehead, due to protrusion of the frontal bone."
HP:0010518,HP_0010518,Thyroglossal cyst,Thyroglossal duct cyst,An abnormality of the thyroid gland owing to the presence of a fibrous cyst resulting from the persistence of the thyroglossal duct.
HP:0032445,HP_0032445,Pulmonary cyst,Lung cyst,"A round circumscribed space within a lung that is surrounded by an epithelial or fibrous wall of variable thickness. A cyst usually has a thin and regular wall (less than 2 mm) and contains air, although some may contain fluid."
HP:0000807,HP_0000807,Glandular hypospadias, , 
HP:0011805,HP_0011805,Abnormal skeletal muscle morphology,Abnormally shaped muscle|Issue with muscle structure|Abnormal muscle morphology|Abnormality of muscle morphology,A structural abnormality of a skeletal muscle.
HP:0010741,HP_0010741,Pedal edema,Edema of the lower limbs|Fluid accumulation in lower limbs|Lower leg swelling|Leg edema|Pedal oedema|Peripheral edema of lower extremity,An abnormal accumulation of excess fluid in the lower extremity resulting in swelling of the feet and extending upward to the lower leg.
HP:0002992,HP_0002992,Abnormality of tibia morphology,Abnormality of the shankbone|Abnormality of the shinbone,Abnormality of the tibia (shinbone).
HP:0009736,HP_0009736,Tibial pseudarthrosis,Tibial pseudoarthrosis,"Pseudarthrosis, or ""false joint"" of the tibia is the result of a developmental failure in the tibia progressing to spontaneous fracture and subsequent fibrous nonunion. The fracture is rarely present at birth but commonly develops during the first 18 months of life."
