p1,p1l,p2,p2l
http://purl.obolibrary.org/obo/MP_0003978,decreased circulating carnitine level (MPO),http://purl.obolibrary.org/obo/HP_0003234,Decreased plasma carnitine (HPO)
http://purl.obolibrary.org/obo/HP_0004646,Hypoplasia of the nasal bone (HPO),http://purl.obolibrary.org/obo/MP_0000103,nasal bone hypoplasia (MPO)
http://purl.obolibrary.org/obo/MP_0000017,big ears (MPO),http://purl.obolibrary.org/obo/HP_0000400,Macrotia (HPO)
http://purl.obolibrary.org/obo/MP_0004176,ear telangiectases (MPO),http://purl.obolibrary.org/obo/HP_0009893,Telangiectasia of the ear (HPO)
http://purl.obolibrary.org/obo/ZP_0021529,"melanocyte integument hyperplastic, abnormal (ZPO)",http://purl.obolibrary.org/obo/ZP_0015775,"melanocyte head hyperplastic, abnormal (ZPO)"
http://purl.obolibrary.org/obo/MP_0030611,abnormal tooth number (MPO),http://purl.obolibrary.org/obo/HP_0006483,Abnormal number of teeth (HPO)
http://purl.obolibrary.org/obo/FBcv_0000708,starvation stress response defective (DPO),http://purl.obolibrary.org/obo/ZP_0009477,"response to starvation process quality, abnormal (ZPO)"
http://purl.obolibrary.org/obo/HP_0001549,Abnormal ileum morphology (HPO),http://purl.obolibrary.org/obo/MP_0002581,abnormal ileum morphology (MPO)
http://purl.obolibrary.org/obo/MP_0003558,absent uterus (MPO),http://purl.obolibrary.org/obo/HP_0000151,Aplasia of the uterus (HPO)
http://purl.obolibrary.org/obo/HP_0002918,Hypermagnesemia (HPO),http://purl.obolibrary.org/obo/MP_0010092,increased circulating magnesium level (MPO)
http://purl.obolibrary.org/obo/XPO_0126417,abnormally localised nerve (XPO),http://purl.obolibrary.org/obo/XPO_0127813,abnormally localised peripheral nerve (XPO)
http://purl.obolibrary.org/obo/HP_0410246,Increased circulating IgD level (HPO),http://purl.obolibrary.org/obo/MP_0002496,increased IgD level (MPO)
http://purl.obolibrary.org/obo/MP_0005361,small pituitary gland (MPO),http://purl.obolibrary.org/obo/HP_0012506,Small pituitary gland (HPO)
http://purl.obolibrary.org/obo/ZP_0014850,"lens deformed, abnormal (ZPO)",http://purl.obolibrary.org/obo/ZP_0011074,"lens eye deformed, abnormal (ZPO)"
http://purl.obolibrary.org/obo/HP_0031653,Abnormal heart valve physiology (HPO),http://purl.obolibrary.org/obo/MP_0011926,abnormal heart valve physiology (MPO)
http://purl.obolibrary.org/obo/HP_0000845,Growth hormone excess (HPO),http://purl.obolibrary.org/obo/MP_0003506,acromegaly (MPO)
http://purl.obolibrary.org/obo/MP_0006185,retinal hemorrhage (MPO),http://purl.obolibrary.org/obo/HP_0000573,Retinal hemorrhage (HPO)
http://purl.obolibrary.org/obo/HP_0100671,Abnormal trabecular bone morphology (HPO),http://purl.obolibrary.org/obo/MP_0010867,abnormal bone trabecula morphology (MPO)
http://purl.obolibrary.org/obo/MP_0008727,enlarged heart right atrium (MPO),http://purl.obolibrary.org/obo/HP_0030718,Right atrial enlargement (HPO)
http://purl.obolibrary.org/obo/ZP_0021010,"melanocyte whole organism absent, abnormal (ZPO)",http://purl.obolibrary.org/obo/ZP_0009911,"melanocyte head absent, abnormal (ZPO)"
http://purl.obolibrary.org/obo/ZP_0006217,"melanocyte head decreased amount, abnormal (ZPO)",http://purl.obolibrary.org/obo/ZP_0000329,"melanocyte decreased amount, abnormal (ZPO)"
http://purl.obolibrary.org/obo/MP_0005464,abnormal platelet physiology (MPO),http://purl.obolibrary.org/obo/HP_0011869,Abnormal platelet function (HPO)
http://purl.obolibrary.org/obo/HP_0004823,Anisopoikilocytosis (HPO),http://purl.obolibrary.org/obo/MP_0002641,anisopoikilocytosis (MPO)
http://purl.obolibrary.org/obo/MP_0005338,atherosclerotic lesions (MPO),http://purl.obolibrary.org/obo/HP_0002621,Atherosclerosis (HPO)
http://purl.obolibrary.org/obo/MP_0030970,ketosis (MPO),http://purl.obolibrary.org/obo/HP_0001946,Ketosis (HPO)
http://purl.obolibrary.org/obo/HP_0001511,Intrauterine growth retardation (HPO),http://purl.obolibrary.org/obo/ZP_0004241,"embryo development decreased rate, abnormal (ZPO)"
http://purl.obolibrary.org/obo/HP_0002696,Abnormal parietal bone morphology (HPO),http://purl.obolibrary.org/obo/MP_0000109,abnormal parietal bone morphology (MPO)
http://purl.obolibrary.org/obo/HP_0011495,Abnormal corneal epithelium morphology (HPO),http://purl.obolibrary.org/obo/MP_0006000,abnormal corneal epithelium morphology (MPO)
http://purl.obolibrary.org/obo/MP_0001961,abnormal reflex (MPO),http://purl.obolibrary.org/obo/HP_0031826,Abnormal reflex (HPO)
http://purl.obolibrary.org/obo/HP_0500147,Hypoglutaminemia (HPO),http://purl.obolibrary.org/obo/MP_0030710,decreased circulating glutamine level (MPO)
http://purl.obolibrary.org/obo/ZP_0005816,"eye photoreceptor cell apoptotic, abnormal (ZPO)",http://purl.obolibrary.org/obo/ZP_0004091,"eye photoreceptor cell retinal outer nuclear layer apoptotic, abnormal (ZPO)"
http://purl.obolibrary.org/obo/HP_0003286,Cystathioninemia (HPO),http://purl.obolibrary.org/obo/MP_0030687,increased circulating cystathionine level (MPO)
http://purl.obolibrary.org/obo/ZP_0002164,"otolith malformed, abnormal (ZPO)",http://purl.obolibrary.org/obo/ZP_0007685,"otolith inner ear malformed, abnormal (ZPO)"
http://purl.obolibrary.org/obo/HP_0031212,Abnormal circulating progesterone level (HPO),http://purl.obolibrary.org/obo/MP_0005184,abnormal circulating progesterone level (MPO)
http://purl.obolibrary.org/obo/ZP_0002506,"heart looping process quality, abnormal (ZPO)",http://purl.obolibrary.org/obo/XPO_0131468,abnormal heart looping (XPO)
http://purl.obolibrary.org/obo/MP_0003778,lip telangiectases (MPO),http://purl.obolibrary.org/obo/HP_0000214,Lip telangiectasia (HPO)
http://purl.obolibrary.org/obo/FBcv_0000451,wound healing defective (DPO),http://purl.obolibrary.org/obo/ZP_0017218,"wound healing process quality, abnormal (ZPO)"
http://purl.obolibrary.org/obo/ZP_0020402,"intersegmental vessel trunk disorganized, abnormal (ZPO)",http://purl.obolibrary.org/obo/ZP_0003183,"intersegmental vessel disorganized, abnormal (ZPO)"
http://purl.obolibrary.org/obo/WBPhenotype_0001015,developmental growth variant (WBP),http://purl.obolibrary.org/obo/ZP_0006859,"developmental growth process quality, abnormal (ZPO)"
http://purl.obolibrary.org/obo/HP_0003207,Arterial calcification (HPO),http://purl.obolibrary.org/obo/MP_0006133,calcified artery (MPO)
http://purl.obolibrary.org/obo/HP_0000998,Hypertrichosis (HPO),http://purl.obolibrary.org/obo/MP_0000412,excessive hair (MPO)
http://purl.obolibrary.org/obo/MP_0005068,abnormal NK cell morphology (MPO),http://purl.obolibrary.org/obo/HP_0012176,Abnormal natural killer cell morphology (HPO)
http://purl.obolibrary.org/obo/HP_3000047,Abnormal glossopharyngeal nerve morphology (HPO),http://purl.obolibrary.org/obo/MP_0001073,abnormal glossopharyngeal nerve morphology (MPO)
http://purl.obolibrary.org/obo/XPO_0101995,abnormal cardiovascular system morphology (XPO),http://purl.obolibrary.org/obo/XPO_0101900,abnormal circulatory system morphology (XPO)
http://purl.obolibrary.org/obo/ZP_0016140,"retinal rod cell retinal outer nuclear layer increased amount, abnormal (ZPO)",http://purl.obolibrary.org/obo/ZP_0010625,"retinal rod cell increased amount, abnormal (ZPO)"
http://purl.obolibrary.org/obo/MP_0000522,kidney cortex cysts (MPO),http://purl.obolibrary.org/obo/HP_0000803,Renal cortical cysts (HPO)
http://purl.obolibrary.org/obo/MP_0005036,diarrhea (MPO),http://purl.obolibrary.org/obo/HP_0002014,Diarrhea (HPO)
http://purl.obolibrary.org/obo/HP_0012647,Abnormal inflammatory response (HPO),http://purl.obolibrary.org/obo/ZP_0013355,"inflammatory response process quality, abnormal (ZPO)"
http://purl.obolibrary.org/obo/ZP_0015152,"fin fold actinotrichium aplastic, abnormal (ZPO)",http://purl.obolibrary.org/obo/ZP_0014304,"actinotrichium aplastic, abnormal (ZPO)"
http://purl.obolibrary.org/obo/MP_0006193,conjunctival telangiectasia (MPO),http://purl.obolibrary.org/obo/HP_0000524,Conjunctival telangiectasia (HPO)
http://purl.obolibrary.org/obo/ZP_0011401,"enteric neuron decreased amount, abnormal (ZPO)",http://purl.obolibrary.org/obo/ZP_0020061,"enteric neuron gut decreased amount, abnormal (ZPO)"
http://purl.obolibrary.org/obo/XPO_0140036,abnormally necrotic eye primordium (XPO),http://purl.obolibrary.org/obo/XPO_0140745,abnormally necrotic optic field (XPO)
http://purl.obolibrary.org/obo/FBcv_0000671,cell cycle defective (DPO),http://purl.obolibrary.org/obo/HP_0011018,Abnormality of the cell cycle (HPO)
http://purl.obolibrary.org/obo/PHIPO_0000664,resistance to spiroxamine (PHIPO),http://purl.obolibrary.org/obo/PHIPO_0000646,resistance to fenhexamid (PHIPO)
http://purl.obolibrary.org/obo/PHIPO_0000449,abnormal pathogen asexual reproduction within host (PHIPO),http://purl.obolibrary.org/obo/PHIPO_0000400,abnormal cellular component organization (PHIPO)
http://purl.obolibrary.org/obo/MP_0000847,abnormal metencephalon morphology (MPO),http://purl.obolibrary.org/obo/HP_0007027,Poorly formed metencephalon (HPO)
http://purl.obolibrary.org/obo/MP_0013821,abnormal cerebral artery morphology (MPO),http://purl.obolibrary.org/obo/HP_0009145,Abnormal cerebral artery morphology (HPO)
http://purl.obolibrary.org/obo/PHIPO_0000500,abnormal biosynthesis of deoxynivalenol (PHIPO),http://purl.obolibrary.org/obo/PHIPO_0000218,abnormal pathogen host interaction toxin biosynthetic process (PHIPO)
http://purl.obolibrary.org/obo/HP_3000002,Abnormal inner ear epithelium morphology (HPO),http://purl.obolibrary.org/obo/MP_0003308,abnormal cochlear sensory epithelium morphology (MPO)
http://purl.obolibrary.org/obo/HP_0009004,Hypoplasia of the musculature (HPO),http://purl.obolibrary.org/obo/MP_0000734,muscle hypoplasia (MPO)
http://purl.obolibrary.org/obo/HP_0001320,Cerebellar vermis hypoplasia (HPO),http://purl.obolibrary.org/obo/MP_0000866,cerebellum vermis hypoplasia (MPO)
http://purl.obolibrary.org/obo/MP_0013395,eyelid hypoplasia (MPO),http://purl.obolibrary.org/obo/HP_0430009,Hypoplasia of eyelid (HPO)
http://purl.obolibrary.org/obo/MP_0008984,vagina hypoplasia (MPO),http://purl.obolibrary.org/obo/HP_0008726,Hypoplasia of the vagina (HPO)
http://purl.obolibrary.org/obo/ZP_0017907,"nucleate erythrocyte circular, abnormal (ZPO)",http://purl.obolibrary.org/obo/ZP_0018303,"nucleate erythrocyte blood circular, abnormal (ZPO)"
http://purl.obolibrary.org/obo/ZP_0007074,"cerebellar granule cell cerebellum decreased amount, abnormal (ZPO)",http://purl.obolibrary.org/obo/ZP_0009508,"cerebellar granule cell decreased amount, abnormal (ZPO)"
http://purl.obolibrary.org/obo/HP_0000369,Low-set ears (HPO),http://purl.obolibrary.org/obo/MP_0000024,lowered ear position (MPO)
http://purl.obolibrary.org/obo/MP_0008071,absent B cells (MPO),http://purl.obolibrary.org/obo/HP_0005365,Severe B lymphocytopenia (HPO)
http://purl.obolibrary.org/obo/FBcv_0000407,auditory perception defective (DPO),http://purl.obolibrary.org/obo/ZP_0012827,"sensory perception of sound process quality, abnormal (ZPO)"
http://purl.obolibrary.org/obo/HP_0002025,Anal stenosis (HPO),http://purl.obolibrary.org/obo/MP_0009052,anal stenosis (MPO)
http://purl.obolibrary.org/obo/MP_0003068,enlarged kidney (MPO),http://purl.obolibrary.org/obo/HP_0000105,Enlarged kidney (HPO)
http://purl.obolibrary.org/obo/ZP_0001587,"gastrulation process quality, abnormal (ZPO)",http://purl.obolibrary.org/obo/XPO_0103444,abnormal gastrulation (XPO)
http://purl.obolibrary.org/obo/MP_0002882,abnormal neuron morphology (MPO),http://purl.obolibrary.org/obo/HP_0012757,Abnormal neuron morphology (HPO)
http://purl.obolibrary.org/obo/HP_0005466,Hypoplasia of the frontal bone (HPO),http://purl.obolibrary.org/obo/MP_0004869,frontal bone hypoplasia (MPO)
http://purl.obolibrary.org/obo/FBcv_0000412,optomotor response defective (DPO),http://purl.obolibrary.org/obo/XPO_0131405,abnormal optokinetic behavior (XPO)
http://purl.obolibrary.org/obo/HP_0001376,Limitation of joint mobility (HPO),http://purl.obolibrary.org/obo/MP_0030863,decreased joint mobility (MPO)
http://purl.obolibrary.org/obo/MP_0005301,abnormal corneal endothelium morphology (MPO),http://purl.obolibrary.org/obo/HP_0011488,Abnormal corneal endothelium morphology (HPO)
http://purl.obolibrary.org/obo/MP_0011586,abnormal ornithine carbamoyltransferase activity (MPO),http://purl.obolibrary.org/obo/FYPO_0003433,abnormal ornithine carbamoyltransferase activity (FYPO)
http://purl.obolibrary.org/obo/HP_0004871,Perineal fistula (HPO),http://purl.obolibrary.org/obo/MP_0003316,perineal fistula (MPO)
http://purl.obolibrary.org/obo/HP_0004357,Abnormal circulating leucine concentration (HPO),http://purl.obolibrary.org/obo/ZP_0015880,"leucine metabolic process process quality, abnormal (ZPO)"
http://purl.obolibrary.org/obo/HP_0007734,Enlarged lacrimal glands (HPO),http://purl.obolibrary.org/obo/MP_0013453,enlarged lacrimal gland (MPO)
http://purl.obolibrary.org/obo/WBPhenotype_0000172,cell proliferation increased (WBP),http://purl.obolibrary.org/obo/XPO_0103642,increased cell population proliferation (XPO)
http://purl.obolibrary.org/obo/WBPhenotype_0000584,synaptic transmission variant (WBP),http://purl.obolibrary.org/obo/ZP_0010810,"chemical synaptic transmission process quality, abnormal (ZPO)"
http://purl.obolibrary.org/obo/ZP_0100373,"xanthophore normal amount, abnormal (ZPO)",http://purl.obolibrary.org/obo/ZP_0013341,"xanthophore whole organism normal amount, abnormal (ZPO)"
http://purl.obolibrary.org/obo/XPO_0131408,abnormal feeding behavior (XPO),http://purl.obolibrary.org/obo/FBcv_0000419,feeding behavior defective (DPO)
http://purl.obolibrary.org/obo/ZP_0131066,"lymphocyte increased amount, abnormal (ZPO)",http://purl.obolibrary.org/obo/ZP_0015701,"lymphocyte whole organism increased amount, abnormal (ZPO)"
http://purl.obolibrary.org/obo/PHIPO_0000582,resistance to cefuroxime (PHIPO),http://purl.obolibrary.org/obo/PHIPO_0000552,resistance to cefuroximel (PHIPO)
http://purl.obolibrary.org/obo/PHIPO_0000597,resistance to polymyxin B1 (PHIPO),http://purl.obolibrary.org/obo/PHIPO_0000540,resistance to polymyxin B (PHIPO)
http://purl.obolibrary.org/obo/MP_0020402,ornithinuria (MPO),http://purl.obolibrary.org/obo/HP_0003532,Ornithinuria (HPO)
http://purl.obolibrary.org/obo/FBcv_0000410,heat stress response defective (DPO),http://purl.obolibrary.org/obo/ZP_0022916,"response to heat process quality, abnormal (ZPO)"
http://purl.obolibrary.org/obo/MP_0006117,aortic valve stenosis (MPO),http://purl.obolibrary.org/obo/HP_0001650,Aortic valve stenosis (HPO)
http://purl.obolibrary.org/obo/XPO_0133963,increased apoptosis in nerve (XPO),http://purl.obolibrary.org/obo/XPO_0133689,increased apoptosis in peripheral nerve (XPO)
http://purl.obolibrary.org/obo/ZP_0001137,"somite decreased amount, abnormal (ZPO)",http://purl.obolibrary.org/obo/ZP_0106244,"somite trunk decreased amount, abnormal (ZPO)"
http://purl.obolibrary.org/obo/MP_0001846,increased inflammatory response (MPO),http://purl.obolibrary.org/obo/HP_0012649,Increased inflammatory response (HPO)
http://purl.obolibrary.org/obo/HP_0005303,Aortic arch calcification (HPO),http://purl.obolibrary.org/obo/MP_0010524,calcified aortic arch (MPO)
http://purl.obolibrary.org/obo/ZP_0020346,"social behavior process quality, abnormal (ZPO)",http://purl.obolibrary.org/obo/WBPhenotype_0001291,social behavior variant (WBP)
http://purl.obolibrary.org/obo/MP_0030778,increased urine citrate level (MPO),http://purl.obolibrary.org/obo/HP_0012406,Hypercitraturia (HPO)
http://purl.obolibrary.org/obo/ZP_0104033,"memory process quality, abnormal (ZPO)",http://purl.obolibrary.org/obo/WBPhenotype_0002564,associative memory phenotype (WBP)
http://purl.obolibrary.org/obo/HP_0010471,Oligosacchariduria (HPO),http://purl.obolibrary.org/obo/MGPO_0002216,increased level of oligosaccharide in urine (MGPO)
http://purl.obolibrary.org/obo/HP_0010471,Oligosacchariduria (HPO),http://purl.obolibrary.org/obo/MGPO_0002216,increased free oligosaccharide levels in the urine (MGPO)
http://purl.obolibrary.org/obo/MP_0000694,spleen hypoplasia (MPO),http://purl.obolibrary.org/obo/HP_0006270,Hypoplastic spleen (HPO)
http://purl.obolibrary.org/obo/PHIPO_0000019,inviable cell (PHIPO),http://purl.obolibrary.org/obo/FBcv_0000424,cell death defective (DPO)
http://purl.obolibrary.org/obo/MP_0006167,eyelid edema (MPO),http://purl.obolibrary.org/obo/HP_0100540,Palpebral edema (HPO)
http://purl.obolibrary.org/obo/HP_0000275,Narrow face (HPO),http://purl.obolibrary.org/obo/MP_0030067,narrow face (MPO)
http://purl.obolibrary.org/obo/MP_0001745,increased circulating corticosterone level (MPO),http://purl.obolibrary.org/obo/HP_0032362,Increased circulating corticosterone level (HPO)
http://purl.obolibrary.org/obo/ZP_0006837,"skeletal muscle cell disorganized, abnormal (ZPO)",http://purl.obolibrary.org/obo/ZP_0101525,"skeletal muscle cell skeletal muscle disorganized, abnormal (ZPO)"
http://purl.obolibrary.org/obo/HP_0000472,Long neck (HPO),http://purl.obolibrary.org/obo/MP_0012720,elongated neck (MPO)
http://purl.obolibrary.org/obo/ZP_0130861,"pronephric glomerular capillary dilated, abnormal (ZPO)",http://purl.obolibrary.org/obo/ZP_0005480,"glomerular capillary pronephros dilated, abnormal (ZPO)"
http://purl.obolibrary.org/obo/ZP_0012757,"scapulocoracoid absent, abnormal (ZPO)",http://purl.obolibrary.org/obo/ZP_0015816,"scapulocoracoid pectoral fin absent, abnormal (ZPO)"
http://purl.obolibrary.org/obo/MP_0010429,abnormal heart left ventricle outflow tract morphology (MPO),http://purl.obolibrary.org/obo/HP_0011103,Abnormal left ventricular outflow tract morphology (HPO)
http://purl.obolibrary.org/obo/ZP_0012328,"myelination process quality, abnormal (ZPO)",http://purl.obolibrary.org/obo/HP_0012447,Abnormal myelination (HPO)
http://purl.obolibrary.org/obo/MP_0000324,increased mast cell number (MPO),http://purl.obolibrary.org/obo/HP_0100495,Mastocytosis (HPO)
